assessid,stockid,stockid_ra,mgmt,assessor,country,region,area,area_code,stocklong,species,comm_name1,comm_name2,shp_source,shp_path,zone_col,zones,notes,Id
NIWA-NZLINGLIN5-6-1968-2014-FU,NZLINGLIN5-6,NA,MFish,NIWA,New Zealand,New Zealand,New Zealand Areas LIN 5 and 6,LIN5-6,New Zealand ling New Zealand Areas LIN 5 and 6,Genypterus blacodes,New Zealand ling,NA,Phil Neubauer,new_zealand/qma/QMA_Ling_region.shp,CODE,"LIN5, LIN6 (part)",NA,NA
NIWA-NZSNAPNZ1BOP-HAGU-1899-2013-FU,NZSNAPNZ1BOP-HAGU,NA,MFish,NIWA,New Zealand,New Zealand,New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,SNA1-BOP-HAGU,New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,Chrysophrys auratus,New Zealand snapper,Snapper,Phil Neubauer,new_zealand/qma/QMA_Snapper_region.shp,CODE,SNA1 (part),NA,NA
NIWA-NZSNAPNZ1ENLD-1899-2013-FU,NZSNAPNZ1ENLD,NA,MFish,NIWA,New Zealand,New Zealand,New Zealand SNA 1 east Northland,SNA-1-ENLD,New Zealand snapper New Zealand SNA 1 east Northland,Chrysophrys auratus,New Zealand snapper,Snapper,Phil Neubauer,new_zealand/qma/QMA_Snapper_region.shp,CODE,SNA1 (part),NA,NA
NIWA-OROUGHYESCR-1910-2014-FU,OROUGHYESCR,NA,MFish,NIWA,New Zealand,New Zealand,East and South Chatham Rise,ESCR,Orange roughy East and South Chatham Rise,Hoplostethus atlanticus,Orange roughy,NA,Phil Neubauer,new_zealand/qma/QMA_Orange_roughy_region.shp,CODE,ORH3B (part),NA,NA
NIWA-OROUGHYNWCR-1910-2014-FU,OROUGHYNWCR,NA,MFish,NIWA,New Zealand,New Zealand,Northwest Chatham Rise,NWCR,Orange roughy Northwest Chatham Rise,Hoplostethus atlanticus,Orange roughy,NA,Phil Neubauer,new_zealand/qma/QMA_Orange_roughy_region.shp,CODE,ORH3B (part),NA,NA
NIWA-OROUGHYNZ7A-1910-2014-FU,OROUGHYNZ7A,NA,MFish,NIWA,New Zealand,New Zealand,New Zealand Challenger Plateau,NZ7A,Orange roughy New Zealand Challenger Plateau,Hoplostethus atlanticus,Orange roughy,NA,Phil Neubauer,new_zealand/qma/QMA_Orange_roughy_region.shp,CODE,ORH7A (entire),NA,NA
NIWA-OROUGHYNZMEC-1882-2014-FU,OROUGHYNZMEC,NA,MFish,NIWA,New Zealand,New Zealand,New Zealand Mid East Coast,NZMEC,Orange roughy New Zealand Mid East Coast,Hoplostethus atlanticus,Orange roughy,NA,Phil Neubauer,new_zealand/qma/QMA_Orange_roughy_region.shp,CODE,"ORH2A (part), ORH2B (entire), ORH3A (entire)",NA,NA
NIWA-PAUANPAU5A-1965-2014-FU,PAUANPAU5A,NA,MFish,NIWA,New Zealand,New Zealand,NZ Area North PAUA 5A,NPAU5A,Black Foot Paua NZ North PAUA5A,Haliotis iris,Blackfoot abalone,NA,Phil Neubauer,new_zealand/qma/QMA_Paua_region.shp,CODE,PAU5A (part),NA,NA
NIWA-PAUAPAU7-1965-2015-FU,PAUAPAU7,NA,MFish,NIWA,New Zealand,New Zealand,New Zealand Area PAU 7 (Marlborough),PAU7,New Zealand abalone species New Zealand Area PAU 7,Haliotis iris,Blackfoot abalone,NA,Phil Neubauer,new_zealand/qma/QMA_Paua_region.shp,CODE,PAU7,NA,NA
NIWA-PAUASPAU5A-1965-2014-FU,PAUASPAU5A,NA,MFish,NIWA,New Zealand,New Zealand,NZ Area South PAUA 5A,SPAU5A,Black Foot Paua NZ South PAUA5A,Haliotis iris,Blackfoot abalone,NA,Phil Neubauer,new_zealand/qma/QMA_Paua_region.shp,CODE,PAU5A (part),NA,NA
NIWA-SCMPBP-1985-2012-FU,SCMPBP,NA,MFish,NIWA,New Zealand,New Zealand,Bay of Plenty,BOP,Scampi Bay of Plenty,Metanephrops challengeri,Scampi,NA,Phil Neubauer,new_zealand/qma/QMA_Scampi_region.shp,CODE,SCI1,NA,NA
NIWA-SCMPMB-1989-2014-FU,SCMPMB,NA,MFish,NIWA,New Zealand,New Zealand,Mernoo Bank,MB,Scampi Mernoo Bank,Metanephrops challengeri,Scampi,NA,Phil Neubauer,new_zealand/qma/QMA_Scampi_region.shp,CODE,SCI3,NA,NA
NIWA-SCMPWHB-1985-2012-FU,SCMPWHB,NA,MFish,NIWA,New Zealand,New Zealand,Wairarapa/Hawke Bay,WHB,Scampi Wairapa/Hawke Bay,Metanephrops challengeri,Scampi,NA,Phil Neubauer,new_zealand/qma/QMA_Scampi_region.shp,CODE,SCI2,NA,NA
NIWA-SMOOTHOREOBP-1983-2008-CORDUE,SMOOTHOREOBP,NA,MFish,NIWA,New Zealand,New Zealand,Bounty Plateau,BP,Smooth Oreo Bounty Plateau,Pseudocyttus maculatus,Smooth oreo,NA,Phil Neubauer,new_zealand/qma/QMA_Oreo_region.shp,CODE,OEO6 (part),NA,NA
NIWA-SMOOTHOREOCR-1955-2013-FU,SMOOTHOREOCR,NA,MFish,NIWA,New Zealand,New Zealand,Chatham Rise,CR,Smooth oreo Chatham Rise,Pseudocyttus maculatus,Smooth oreo,NA,Phil Neubauer,new_zealand/qma/QMA_Oreo_region.shp,CODE,OEO4,NA,NA
NIWA-SMOOTHOREOEPR-1973-2006-CORDUE,SMOOTHOREOEPR,NA,MFish,NIWA,New Zealand,New Zealand,East Pukaki Rise,EPR,Smooth Oreo East Pukaki Rise,Pseudocyttus maculatus,Smooth oreo,NA,Phil Neubauer,new_zealand/qma/QMA_Oreo_region.shp,CODE,OEO6 (part) - digitized for black oreo,NA,NA
NIWA-SMOOTHOREOSLD-1973-2007-CORDUE,SMOOTHOREOSLD,NA,MFish,NIWA,New Zealand,New Zealand,Southland,SLD,Smooth Oreo Southland,Pseudocyttus maculatus,Smooth oreo,NA,Phil Neubauer,new_zealand/qma/QMA_Oreo_region.shp,CODE,"OEO1 (part), OEO3A",NA,NA
NIWA-SMOOTHOREOWECR-1965-2009-CORDUE,SMOOTHOREOWECR,NA,MFish,NIWA,New Zealand,New Zealand,West end of Chatham Rise,WECR,Smooth oreo West end of Chatham Rise,Pseudocyttus maculatus,Smooth oreo,NA,Phil Neubauer,new_zealand/qma/QMA_Oreo_region.shp,CODE,OEO3A,NA,NA
NIWA-SOUTHHAKECR-1974-2012-FU,SOUTHHAKECR,NA,MFish,NIWA,New Zealand,New Zealand,Chatham Rise,CR,Southern hake Chatham Rise,Merluccius australis,Southern hake,NA,Phil Neubauer,new_zealand/qma/QMA_Hake_region.shp,CODE,"HAK4, HAK1 (part)",NA,NA
NIWA-SOUTHHAKESA-1974-2014-FU,SOUTHHAKESA,NA,MFish,NIWA,New Zealand,New Zealand,Sub-Antarctic,SA,Southern hake Sub-Antarctic,Merluccius australis,Southern hake,NA,Phil Neubauer,new_zealand/qma/QMA_Hake_region.shp,CODE,HAK1 (part),NA,NA
NIWA-SOUTHHAKEWCSI-1973-2012-FU,SOUTHHAKEWCSI,NA,MFish,NIWA,New Zealand,New Zealand,West Coast South Island,WCSI,Southern hake West Coast South Island,Merluccius australis,Southern hake,NA,Phil Neubauer,new_zealand/qma/QMA_Hake_region.shp,CODE,HAK7 (part),NA,NA
NIWA-TARAKNZ-1932-2007-CORDUE,TARAKNZ,NA,MFish,NIWA,New Zealand,New Zealand,Sub-Antarctic,SA,Tarakihi New Zealand,Nemadactylus macropterus,Hawaiian morwong,Jackass morwong,Phil Neubauer,new_zealand/qma/QMA_Tarakihi_region.shp,CODE,TAR7,NA,NA
NMFS-MENATLAN-1940-2005-STANTON,MENATLAN,MENATLAN,NMFS,NMFS,USA,US East Coast,Atlantic,ATL,Atlantic menhaden Atlantic,Brevoortia tyrannus,Atlantic menhaden,NA,US EEZ East Coast,usa/eez/eez_lr_usa_east_coast.shp,ZONE,US EEZ East Coast,US EEZ East Coast,NA
NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,ARFLOUNDPCOAST,NA,NMFS,NWFSC,USA,US West Coast,Pacific Coast,PCOAST,Arrowtooth flounder Pacific Coast,Reinhardtius stomias,Arrowtooth flounder,NA,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Entire West Coast,NA
NWFSC-BGROCKPCOAST-1950-2011-STACHURA,BGROCKPCOAST,NA,NMFS,NWFSC,USA,US West Coast,Pacific Coast,PCOAST,Blackgill rockfish  Pacific Coast,Sebastes melanostomus,Blackgill rockfish,NA,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Clip to Conception/Monterey,NA
NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH,BLACKROCKNPCOAST,NA,NMFS,NWFSC,USA,US West Coast,Northern Pacific Coast,NPCOAST,Black rockfish Northern Pacific Coast,Sebastes melanops,Black rockfish,NA,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Clip to Cape Falcon-North,NA
NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,BLACKROCKSPCOAST,NA,NMFS,NWFSC,USA,US West Coast,Southern Pacific Coast,SPCOAST,Black rockfish Southern Pacific Coast,Sebastes melanops,Black rockfish,NA,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Clip to Cape Falcon-South,NA
NWFSC-BLUEROCKCAL-1916-2007-BRANCH,BLUEROCKCAL,NA,NMFS,NWFSC,USA,US West Coast,California,CAL,Blue rockfish California,Sebastes mystinus,Blue rockfish,NA,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Clip to CA-North,NA
NWFSC-CABEZORECOAST-1973-2009-STACHURA,CABEZORECOAST,NA,NMFS,NWFSC,USA,US West Coast,Oregon Coast,ORECOAST,Cabezon Oregon Coast,Scorpaenichthys marmoratus,Cabezon,NA,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Clip to OR,NA
NWFSC-CHILISPCOAST-1892-2007-BRANCH,CHILISPCOAST,CHILIPEPPER,NMFS,NWFSC,USA,US West Coast,Southern Pacific Coast,SPCOAST,Chilipepper Southern Pacific Coast,Sebastes goodei,Chilipepper rockfish,Chilipepper,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Clip to CA/OR,NA
NWFSC-CROCKPCOAST-1916-2011-STACHURA,CROCKPCOAST,NA,NMFS,NWFSC,USA,US West Coast,Pacific Coast,PCOAST,Canary rockfish Pacific Coast,Sebastes pinniger,Canary rockfish,NA,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Entire West Coast,NA
NWFSC-DKROCKPCOAST-1928-2011-STACHURA,DKROCKPCOAST,NA,NMFS,NWFSC,USA,US West Coast,Pacific Coast,PCOAST,Darkblotched rockfish Pacific Coast,Sebastes crameri,Darkblotched rockfish,NA,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Entire West Coast,NA
NWFSC-ESOLEPCOAST-1876-2007-BRANCH,ESOLEPCOAST,NA,NMFS,NWFSC,USA,US West Coast,Pacific Coast,PCOAST,English sole Pacific Coast,Parophrys vetulus,English sole,NA,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Entire West Coast,NA
NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,KELPGREENLINGORECOAST,NA,NMFS,NWFSC,USA,US West Coast,Oregon Coast,ORECOAST,Kelp greenling Oregon Coast,Hexagrammos decagrammus,Kelp greenling,NA,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Clip to OR,NA
NWFSC-LINGCODNPCOAST-1928-2009-STACHURA,LINGCODNPCOAST,NA,NMFS,NWFSC,USA,US West Coast,Northern Pacific Coast,NPCOAST,Lingcod Northern Pacific Coast,Ophiodon elongatus,Lingcod,NA,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Clip to WA/OR,NA
NWFSC-LINGCODSPCOAST-1928-2009-STACHURA,LINGCODSPCOAST,NA,NMFS,NWFSC,USA,US West Coast,Southern Pacific Coast,SPCOAST,Lingcod Southern Pacific Coast,Ophiodon elongatus,Lingcod,NA,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Clip to CA,NA
NWFSC-LNOSESKAPCOAST-1915-2007-BRANCH,LNOSESKAPCOAST,NA,NMFS,NWFSC,USA,US West Coast,Pacific Coast,PCOAST,Longnose skate Pacific Coast,Raja rhina,Longnose skate,NA,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Entire West Coast,NA
NWFSC-LSTHORNHPCOAST-1964-2012-HIVELY,LSTHORNHPCOAST,NA,NMFS,NWFSC,USA,US West Coast,Pacific Coast,PCOAST,Longspine thornyhead Pacific Coast,Sebastolobus altivelis,Longspine thornyhead,NA,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Entire West Coast,NA
NWFSC-POPERCHPCOAST-1940-2011-STACHURA,POPERCHPCOAST,PERCHWUS,NMFS,NWFSC,USA,US West Coast,Pacific Coast,PCOAST,Pacific ocean perch Pacific Coast,Sebastes alutus,Pacific ocean perch,NA,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Entire West Coast,NA
NWFSC-SABLEFPCOAST-1900-2011-STACHURA,SABLEFPCOAST,SABLEFUSA,NMFS,NWFSC,USA,US West Coast,Pacific Coast,PCOAST,Sablefish Pacific Coast,Anoplopoma fimbria,Sablefish,NA,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Entire West Coast,NA
NWFSC-SNROCKPCOAST-1905-2009-STANTON,SNROCKPCOAST,NA,NMFS,NWFSC,USA,US West Coast,Pacific Coast,PCOAST,Splitnose Rockfish Pacific Coast,Sebastes diploproa,Splitnose Rockfish,NA,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Entire West Coast,NA
NWFSC-SPSDOGPCOAST-1916-2011-STACHURA,SPSDOGPCOAST,NA,NMFS,NWFSC,USA,US West Coast,Pacific Coast,PCOAST,Spotted spiny dogfish Pacific Coast,Squalus suckleyi,Spotted spiny dogfish,NA,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Entire West Coast,NA
NWFSC-SSTHORNHPCOAST-1901-2005-STANTON,SSTHORNHPCOAST,NA,NMFS,NWFSC,USA,US West Coast,Pacific Coast,PCOAST,Shortspine thornyhead Pacific Coast,Sebastolobus alascanus,Shortspine thornyhead,NA,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Entire West Coast,NA
NWFSC-WROCKPCOAST-1916-2011-STACHURA,WROCKPCOAST,NA,NMFS,NWFSC,USA,US West Coast,Pacific Coast,PCOAST,Widow rockfish Pacific Coast,Sebastes entomelas,Widow rockfish,NA,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Entire West Coast,NA
NWFSC-YEYEROCKPCOAST-1916-2011-STACHURA,YEYEROCKPCOAST,NA,NMFS,NWFSC,USA,US West Coast,Pacific Coast,PCOAST,Yelloweye rockfish Pacific Coast,Sebastes ruberrimus,Yelloweye rockfish,NA,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Entire West Coast,NA
NWFSC-YTROCKNPCOAST-1967-2005-STANTON,YTROCKNPCOAST,NA,NMFS,NWFSC,USA,US West Coast,Northern Pacific Coast,NPCOAST,Yellowtail rockfish Northern Pacific Coast,Sebastes flavidus,Yellowtail rockfish,NA,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Clip to Eureka/Columbia/Vancouver,NA
NWWG-CAPEICE-1977-2010-NEUBAUER,CAPEICE,CAPEICE,ICES,NWWG,Europe,Europe non EU,Iceland Grounds,Va,Capelin Iceland,Mallotus villosus,Capelin,NA,ICES website,europe/ices/ices_areas.shp,ICES_area,"Va1, Va2",NA,NA
NWWG-CODFAPL-1959-2012-CHING,CODFAPL,CODFAPL,ICES,NWWG,Europe,Europe non EU,Faroe Plateau,Vb1,Atlantic cod Faroe Plateau,Gadus morhua,Atlantic cod,NA,ICES website,europe/ices/ices_areas.shp,ICES_area,"Vb1a, Vb1b",NA,NA
NWWG-CODICE-1952-2012-CHING,CODICE,CODICE,ICES,NWWG,Europe,Europe non EU,Iceland Grounds,Va,Atlantic cod Iceland,Gadus morhua,Atlantic cod,NA,ICES website,europe/ices/ices_areas.shp,ICES_area,"Va1, Va2",NA,NA
NWWG-HADFAPL-1955-2012-CHING,HADFAPL,HADFAPL,ICES,NWWG,Europe,Europe non EU,Faroe Plateau,Vb1,Haddock Faroe Plateau,Melanogrammus aeglefinus,Haddock,NA,ICES website,europe/ices/ices_areas.shp,ICES_area,"Vb1a, Vb1b",NA,NA
NWWG-HADICE-1977-2012-CHING,HADICE,HADICE,ICES,NWWG,Europe,Europe non EU,Iceland Grounds,Va,Haddock Iceland,Melanogrammus aeglefinus,Haddock,NA,ICES website,europe/ices/ices_areas.shp,ICES_area,"Va1, Va2",NA,NA
NWWG-HERRIsum-1984-2011-NEUBAUER,HERRIsum,HERRIsum,ICES,NWWG,Europe,Europe non EU,Iceland Grounds,Va,Herring Iceland (Summer spawners),Clupea harengus,Herring,Atlantic herring,ICES website,europe/ices/ices_areas.shp,ICES_area,"Va1, Va2",NA,NA
NWWG-POLLFAPL-1958-2012-CHING,POLLFAPL,POLLFA,ICES,NWWG,Europe,Europe non EU,Faroe Plateau,Vb1,Pollock Faroe Plateau,Pollachius virens,Pollock,Saithe,ICES website,europe/ices/ices_areas.shp,ICES_area,"Vb1a, Vb1b",NA,NA
NWWG-POLLIEG-1977-2012-CHING,POLLIEG,POLLICE,ICES,NWWG,Europe,Europe non EU,Iceland Grounds,Va,Pollock or saithe Iceland Grounds,Pollachius virens,Pollock,Saithe,ICES website,europe/ices/ices_areas.shp,ICES_area,"Va1, Va2",NA,NA
NZMFishDEEPWATER-BLACKOREOWECR-1973-2007-JENSEN,BLACKOREOWECR,NA,MFish,NZMFishDEEPWATER,New Zealand,New Zealand,West end of Chatham Rise,WECR,Black oreo West end of Chatham Rise,Allocyttus niger,Black oreo,NA,Phil Neubauer,new_zealand/qma/QMA_Oreo_region.shp,CODE,OEO3A,NA,NA
NZMFishINSHOREWG-BNSNZ-1935-2011-CORDUE,BNSNZ,NA,MFish,NZMFishINSHOREWG,New Zealand,New Zealand,New Zealand,NZ,Bluenose New Zealand,Hyperoglyphe antarctica,Bluenose,NA,Phil Neubauer,new_zealand/qma/QMA_Bluenose_region.shp,CODE,"BNS1, BNS2, BNS3, BNS7, BNS8, BNS10",NA,NA
NZMFishINSHOREWG-NZSNAPNZ7-1931-2014-LANGLEY,NZSNAPNZ7,NA,MFish,NZMFishINSHOREWG,New Zealand,New Zealand,New Zealand SNA 7,SNA-7,New Zealand snapper New Zealand SNA 7,Chrysophrys auratus,New Zealand snapper,Snapper,Phil Neubauer,new_zealand/qma/QMA_Snapper_region.shp,CODE,SNA7,NA,NA
NZMFishINSHOREWG-NZSNAPNZ8-1931-2005-JENSEN,NZSNAPNZ8,NA,MFish,NZMFishINSHOREWG,New Zealand,New Zealand,New Zealand Area 8 (Auckland and Central West),8,New Zealand snapper New Zealand Area 8,Chrysophrys auratus,New Zealand snapper,Snapper,Phil Neubauer,new_zealand/qma/QMA_Snapper_region.shp,CODE,SNA8,NA,NA
NZMFishINSHOREWG-TREVALLYTRE7-1944-2014-LANGLEY,TREVALLYTRE7,NA,MFish,NZMFishINSHOREWG,New Zealand,New Zealand,New Zealand Areas TRE 7,TRE7,Trevally New Zealand Areas TRE 7,Pseudocaranx dentex,Trevally,White trevally,Phil Neubauer,new_zealand/qma/QMA_Trevally_region.shp,CODE,TRE7,NA,NA
NZMFishLOBSTERWG-RROCKLOBSTERCRA1-1945-2001-JENSEN,RROCKLOBSTERCRA1,NA,MFish,NZMFishLOBSTERWG,New Zealand,New Zealand,New Zealand Area CRA1,CRA1,Red rock lobster New Zealand area CRA1,Jasus edwardsii,Red rock lobster,NA,Phil Neubauer,new_zealand/qma/QMA_Spiny_rock_lobster_region.shp,CODE,CRA1,NA,NA
NZMFishLOBSTERWG-RROCKLOBSTERCRA2-1945-2001-JENSEN,RROCKLOBSTERCRA2,NA,MFish,NZMFishLOBSTERWG,New Zealand,New Zealand,New Zealand Area CRA2,CRA2,Red rock lobster New Zealand area CRA2,Jasus edwardsii,Red rock lobster,NA,Phil Neubauer,new_zealand/qma/QMA_Spiny_rock_lobster_region.shp,CODE,CRA2,NA,NA
NZMFishLOBSTERWG-RROCKLOBSTERCRA3-1945-2007-JENSEN,RROCKLOBSTERCRA3,NA,MFish,NZMFishLOBSTERWG,New Zealand,New Zealand,New Zealand Area CRA3,CRA3,Red rock lobster New Zealand area CRA3,Jasus edwardsii,Red rock lobster,NA,Phil Neubauer,new_zealand/qma/QMA_Spiny_rock_lobster_region.shp,CODE,CRA3,NA,NA
NZMFishLOBSTERWG-RROCKLOBSTERCRA4-1945-2005-JENSEN,RROCKLOBSTERCRA4,NA,MFish,NZMFishLOBSTERWG,New Zealand,New Zealand,New Zealand Area CRA4,CRA4,Red rock lobster New Zealand area CRA4,Jasus edwardsii,Red rock lobster,NA,Phil Neubauer,new_zealand/qma/QMA_Spiny_rock_lobster_region.shp,CODE,CRA4,NA,NA
NZMFishLOBSTERWG-RROCKLOBSTERCRA5-1945-2002-JENSEN,RROCKLOBSTERCRA5,NA,MFish,NZMFishLOBSTERWG,New Zealand,New Zealand,New Zealand Area CRA5,CRA5,Red rock lobster New Zealand area CRA5,Jasus edwardsii,Red rock lobster,NA,Phil Neubauer,new_zealand/qma/QMA_Spiny_rock_lobster_region.shp,CODE,CRA5,NA,NA
NZMFishLOBSTERWG-RROCKLOBSTERCRA7-1976-2005-JENSEN,RROCKLOBSTERCRA7,NA,MFish,NZMFishLOBSTERWG,New Zealand,New Zealand,New Zealand Area CRA7,CRA7,Red rock lobster New Zealand area CRA7,Jasus edwardsii,Red rock lobster,NA,Phil Neubauer,new_zealand/qma/QMA_Spiny_rock_lobster_region.shp,CODE,CRA7,NA,NA
NZMFishLOBSTERWG-RROCKLOBSTERCRA8-1976-2005-JENSEN,RROCKLOBSTERCRA8,NA,MFish,NZMFishLOBSTERWG,New Zealand,New Zealand,New Zealand Area CRA8,CRA8,Red rock lobster New Zealand area CRA8,Jasus edwardsii,Red rock lobster,NA,Phil Neubauer,new_zealand/qma/QMA_Spiny_rock_lobster_region.shp,CODE,CRA8,NA,NA
NZMFishMIDDEPTHSWG-GEMFISHNZ-1952-2007-JENSEN,GEMFISHNZ,NA,MFish,NZMFishMIDDEPTHSWG,New Zealand,New Zealand,New Zealand,NZ,common gemfish New Zealand,Rexea solandri,common gemfish,hake,Phil Neubauer,new_zealand/qma/QMA_Gemfish_region.shp,CODE,"SKI1, SKI2",NA,NA
NZMFishMIDDEPTHSWG-NZLINGLIN6b-1980-2006-JENSEN,NZLINGLIN6b,NA,MFish,NZMFishMIDDEPTHSWG,New Zealand,New Zealand,New Zealand Areas LIN 6b,LIN6b,New Zealand ling New Zealand Area LIN 6b,Genypterus blacodes,New Zealand ling,NA,Phil Neubauer,new_zealand/qma/QMA_Ling_region.shp,CODE,LIN6 (part),NA,NA
NZMFishMIDDEPTHSWG-NZLINGLIN72-1968-2010-FU,NZLINGLIN72,NA,MFish,NZMFishMIDDEPTHSWG,New Zealand,New Zealand,New Zealand Areas LIN 72,LIN72,New Zealand ling New Zealand Area LIN 72,Genypterus blacodes,New Zealand ling,NA,Phil Neubauer,new_zealand/qma/QMA_Ling_region.shp,CODE,"LIN2 (part), LIN7 (part)",NA,NA
NZMFishMIDDEPTHSWG-NZLINGLIN7WC-1968-2012-FU,NZLINGLIN7WC,NA,MFish,NZMFishMIDDEPTHSWG,New Zealand,New Zealand,New Zealand Areas LIN 7WC-WCSI,LIN7WC-WCSI,New Zealand ling New Zealand Area LIN 7WC - WCSI,Genypterus blacodes,New Zealand ling,NA,Phil Neubauer,new_zealand/qma/QMA_Ling_region.shp,CODE,LIN7,NA,NA
NZMFishMIDDEPTHSWG-SBWHITACIR-1977-2013-FU,SBWHITACIR,NA,MFish,NZMFishMIDDEPTHSWG,New Zealand,New Zealand,New Zealand - Campbell Island Rise,CIR,Southern blue whiting Campbell Island Rise,Micromesistius australis,Southern blue whiting,NA,Phil Neubauer,new_zealand/qma/QMA_Southern_blue_whiting_region.shp,CODE,SBW6I,NA,NA
NZMFishSHELLFISHWG-PAUAPAU5B-1965-2013-FU,PAUAPAU5B,NA,MFish,NZMFishSHELLFISHWG,New Zealand,New Zealand,New Zealand Area PAU 5B (Stewart Island),PAU5B,New Zealand abalone species New Zealand Area PAU 5B,Haliotis iris,Blackfoot abalone,NA,Phil Neubauer,new_zealand/qma/QMA_Paua_region.shp,CODE,PAU5B,NA,NA
NZMFishSHELLFISHWG-PAUAPAU5D-1965-2012-FU,PAUAPAU5D,NA,MFish,NZMFishSHELLFISHWG,New Zealand,New Zealand,New Zealand Area PAU 5D (Otago),PAU5D,New Zealand abalone species New Zealand Area PAU 5D,Haliotis iris,Blackfoot abalone,NA,Phil Neubauer,new_zealand/qma/QMA_Paua_region.shp,CODE,PAU5D,NA,NA
PFMC-BNKROCKCAL-1979-1999-CHING,BNKROCKCAL,NA,NMFS,PFMC,USA,US West Coast,California,CAL,Bank Rockfish California,Sebastes rufus,Bank Rockfish,NA,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Clip to Bank Rockfish,NA
PFMC-BOCACCSPCOAST-1930-2009-CHING,BOCACCSPCOAST,BOCAEURCON,NMFS,PFMC,USA,US West Coast,Southern Pacific Coast,SPCOAST,Bocaccio Southern Pacific Coast,Sebastes paucispinis,Bocaccio,NA,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Clip to Conception/Monterey/Eureka,NA
PFMC-CABEZNCAL-1930-2009-CHING,CABEZNCAL,NA,NMFS,PFMC,USA,US West Coast,Northern California,NCAL,Cabezon Northern California,Scorpaenichthys marmoratus,Cabezon,NA,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Clip to CA-North,NA
PFMC-CABEZSCAL-1930-2009-CHING,CABEZSCAL,NA,NMFS,PFMC,USA,US West Coast,Southern California,SCAL,Cabezon Southern California,Scorpaenichthys marmoratus,Cabezon,NA,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Clip to CA-South,NA
